ROWID,fir_number,brief_facts,crime_category,date_reported,district,police_station,status,latitude,longitude,gravity,crime_major_head,crime_minor_head,court_name,incident_from_date,incident_to_date,info_received_date
2347,STT2-0006/2026,"On 13/07/2026 around 11:00 AM, the complainant's son was forcibly taken into a white van by three unknown persons near Station Road. A ransom call demanding Rs. 878,000 was received the same evening from an unregistered number. Technical teams are tracing the call.",FIR,2026-07-14,Vijayapura,Station Road PS,Under Investigation,16.848301,75.714636,Heinous,Crimes Against Body,Kidnapping,Vijayapura District Court,2026-07-13 11:30:00,2026-07-13 15:02:00,2026-07-14 03:34:20
2348,ULLL-0014/2026,"Acting on a tip-off, a raid was conducted on 13/07/2026 around 9:45 AM at a rented room in Ullal where 1 kg of ganja packed in small pouches was recovered along with cash of Rs. 22,000. The accused was peddling near the Kadri college campus.",FIR,2026-07-14,Mangaluru,Ullal PS,Under Investigation,12.970752,74.840382,Non-Heinous,Narcotics,Ganja Possession,Mangaluru District Court,2026-07-13 09:10:00,2026-07-13 10:09:00,2026-07-14 09:25:30
2349,WHTF-0054/2026,"The complainant of Whitefield reported on 14/07/2026 that an unknown person obtained a duplicate SIM of his mobile number and operated his bank and UPI accounts, transferring Rs. 107,000. His identity documents appear to have been misused for the SIM swap.",FIR,2026-07-15,Bengaluru City,Whitefield PS,Closed,12.982668,77.611798,Non-Heinous,Cyber Crimes,Identity Theft,Bengaluru City District Court,2026-07-14 14:48:00,2026-07-14 18:00:00,2026-07-15 21:49:21
2350,KTJN-0008/2026,"The complainant, a resident of KTJ Nagar, reported that while returning from the market around 6:15 AM on 14/07/2026, the pillion rider of a black Apache motorcycle without number plates snatched her mangalsutra valued at Rs. 119,000. She sustained minor abrasions on the neck. CCTV footage of nearby shops is being collected.",UDR,2026-07-16,Davanagere,KTJ Nagar PS,Under Investigation,14.495436,75.931884,Non-Heinous,Property Crimes,Chain Snatching,Davanagere District Court,2026-07-14 06:51:00,2026-07-14 10:38:00,2026-07-14 09:14:37
2351,TLKN-0009/2026,The complainant reported that his 16-year-old daughter left home in Tilak Nagar for tuition on 14/07/2026 around 11:30 AM and did not return. Investigation revealed she was last seen near the metro station boarding a white van. A kidnapping case has been registered and special teams dispatched.,FIR,2026-07-15,Shivamogga,Tilak Nagar PS,Under Investigation,13.910777,75.564264,Heinous,Crimes Against Body,Kidnapping,Shivamogga District Court,2026-07-14 11:51:00,2026-07-14 12:29:00,2026-07-15 07:27:57
2352,SRSW-0020/2026,"On 14/07/2026 around 8:30 PM, the accused drove a white van in a rash and negligent manner near the market road in Saraswathipuram, endangering pedestrians and colliding with a parked black Pulsar motorcycle. The vehicle was seized and the driver subjected to a medical test.",FIR,2026-07-16,Mysuru,Saraswathipuram PS,Under Investigation,12.322992,76.654266,Non-Heinous,Road Incidents,Rash Driving,Mysuru District Court,2026-07-14 20:16:00,2026-07-14 23:43:00,2026-07-14 21:34:28
2353,KMPL-0008/2026,"The complainant, a college student from Kampli Road, reported on 14/07/2026 that an unknown person created a fake profile in her name using her photographs and sent obscene messages to her contacts. The profile was created around 8:00 PM and continues to be active despite reporting.",FIR,2026-07-15,Ballari,Kampli Road PS,Under Investigation,15.106108,76.912607,Non-Heinous,Cyber Crimes,Social Media Harassment,Ballari District Court,2026-07-14 20:17:00,2026-07-14 23:58:00,2026-07-15 21:06:51
2354,JRPR-0011/2026,"The complainant reported that when the family returned to their house in Jorapur Peth on 15/07/2026, the main door latch was found broken and gold jewellery, a laptop and cash amounting to Rs. 476,000 were missing. Entry appears to have been made around 3:00 AM through the terrace door.",FIR,2026-07-16,Vijayapura,Jorapur Peth PS,Under Investigation,16.785799,75.712695,Non-Heinous,Property Crimes,House Burglary,Vijayapura District Court,2026-07-15 03:51:00,2026-07-15 04:47:00,2026-07-16 05:28:25
2355,KYTH-0006/2026,"On 15/07/2026, the complainant stated that the accused induced him to pay Rs. 933,000 towards booking a site at Sira Gate, showing forged layout approval documents. On verification with the authority the layout was found to be unapproved. The accused's office in Kyathsandra is closed.",UDR,2026-07-17,Tumakuru,Kyathsandra PS,Closed,13.372469,77.081567,Non-Heinous,Economic Offences,Cheating,Tumakuru District Court,2026-07-15 15:34:00,2026-07-15 18:08:00,2026-07-16 09:22:34
2356,SRGT-0015/2026,"On 15/07/2026 around 1:00 PM, the complainant's mobile phone worth Rs. 19,000 was stolen from his pocket while boarding a crowded bus near the main road junction in Sira Gate. The IMEI number has been noted for tracking.",FIR,2026-07-17,Tumakuru,Sira Gate PS,Under Investigation,13.402978,77.096465,Non-Heinous,Property Crimes,Mobile Phone Theft,Tumakuru District Court,2026-07-15 13:22:00,2026-07-15 17:21:00,2026-07-16 09:13:38
2357,KTJN-0009/2026,"On 15/07/2026 around 9:45 PM, the complainant was walking near the college gate in KTJ Nagar when two unidentified men on a red Splendor motorcycle approached from behind and snatched her gold chain of 50 grams worth Rs. 148,000. The riders sped away towards Azad Nagar before anyone could note the registration number.",FIR,2026-07-16,Davanagere,KTJ Nagar PS,Under Investigation,14.4512,75.938006,Non-Heinous,Property Crimes,Chain Snatching,Davanagere District Court,2026-07-15 21:44:00,2026-07-16 01:13:00,2026-07-16 14:19:02
2358,SRSW-0021/2026,"On 15/07/2026 around 6:15 PM, three unknown persons armed with knives waylaid the complainant near the bus stop in Saraswathipuram and robbed him of cash Rs. 37,000, a gold ring and his mobile phone. The accused threatened him with dire consequences before escaping on a black Apache motorcycle.",FIR,2026-07-18,Mysuru,Saraswathipuram PS,Under Investigation,12.344409,76.594211,Non-Heinous,Property Crimes,Robbery,Mysuru District Court,2026-07-15 18:18:00,2026-07-15 21:34:00,2026-07-17 03:55:12
2359,KRMN-0043/2026,"On 15/07/2026, the complainant of Koramangala stated that her husband, addicted to alcohol, has been beating her frequently and taunting her over dowry. The previous night around 6:00 PM he assaulted her with a belt in front of the children. Medical examination was conducted at the district hospital.",FIR,2026-07-17,Bengaluru City,Koramangala PS,Under Investigation,12.929828,77.562752,Non-Heinous,Crimes Against Women,Domestic Cruelty,Bengaluru City District Court,2026-07-15 18:54:00,2026-07-15 22:26:00,2026-07-17 14:08:00
2360,KRMN-0044/2026,"The complainant reported that on 15/07/2026 she received an SMS about a pending electricity bill with a link. After entering card details and the OTP on the fake page, Rs. 195,000 was siphoned from her account. The money trail leads to a wallet registered in another state.",FIR,2026-07-16,Bengaluru City,Koramangala PS,Under Investigation,12.926588,77.57629,Non-Heinous,Cyber Crimes,OTP Fraud,Bengaluru City District Court,2026-07-15 15:10:00,2026-07-15 17:28:00,2026-07-16 02:52:56
2361,INDR-0042/2026,"On 15/07/2026 around 9:00 AM, an elderly woman on her morning walk near the vegetable market, Indiranagar was targeted by a chain snatcher on a grey KTM motorcycle who fled towards the Koramangala ring road with her gold chain worth Rs. 143,000. Two similar incidents were reported in the same beat during the fortnight.",UDR,2026-07-16,Bengaluru City,Indiranagar PS,Under Investigation,12.914209,77.556969,Non-Heinous,Property Crimes,Chain Snatching,Bengaluru City District Court,2026-07-15 09:30:00,2026-07-15 13:24:00,2026-07-15 17:13:04
2362,KDRK-0009/2026,"On 15/07/2026 around 11:45 AM, on credible information, the police intercepted a person near the college gate in Kadri and on search found 3 kg of ganja concealed in a gunny bag intended for sale to local youth. The contraband was seized under a mahazar and the accused was arrested on the spot.",FIR,2026-07-17,Mangaluru,Kadri PS,Under Investigation,12.900286,74.815886,Non-Heinous,Narcotics,Ganja Possession,Mangaluru District Court,2026-07-15 11:02:00,2026-07-15 14:36:00,2026-07-15 16:53:53
2363,OLDH-0013/2026,"The complainant, a resident of Old Hubballi, reported that while returning from the market around 9:45 PM on 16/07/2026, the pillion rider of a blue Activa scooter without number plates snatched her mangalsutra valued at Rs. 98,000. She sustained minor abrasions on the neck. CCTV footage of nearby shops is being collected.",Zero FIR,2026-07-18,Hubballi-Dharwad,Old Hubballi PS,Closed,15.343954,75.079472,Non-Heinous,Property Crimes,Chain Snatching,Hubballi-Dharwad District Court,2026-07-16 21:14:00,2026-07-16 22:34:00,2026-07-17 17:03:08
2364,YSHW-0040/2026,"The complainant, married for 11 years and residing at Yeshwanthpur, reported that her husband and in-laws subjected her to physical and mental cruelty demanding additional dowry of Rs. 659,000. On 16/07/2026 around 2:30 AM she was assaulted and driven out of the matrimonial home.",FIR,2026-07-17,Bengaluru City,Yeshwanthpur PS,Under Investigation,13.018366,77.53569,Non-Heinous,Crimes Against Women,Domestic Cruelty,Bengaluru City District Court,2026-07-16 02:01:00,2026-07-16 02:29:00,2026-07-17 23:15:18
2365,CBBN-0041/2026,"On 16/07/2026 around 5:45 PM, an elderly woman on her morning walk near the metro station, Cubbon Park was targeted by a chain snatcher on a black Pulsar motorcycle who fled towards the Indiranagar ring road with her gold chain worth Rs. 72,000. Two similar incidents were reported in the same beat during the fortnight.",FIR,2026-07-18,Bengaluru City,Cubbon Park PS,Under Investigation,12.969175,77.577001,Non-Heinous,Property Crimes,Chain Snatching,Bengaluru City District Court,2026-07-16 17:06:00,2026-07-16 19:17:00,2026-07-18 16:36:35
2366,ADRS-0004/2026,"On 16/07/2026 around 12:45 PM, on credible information, the police intercepted a person near the vegetable market in Adarsh Nagar and on search found 6 kg of ganja concealed in a gunny bag intended for sale to local youth. The contraband was seized under a mahazar and the accused was arrested on the spot.",FIR,2026-07-16,Vijayapura,Adarsh Nagar PS,Under Investigation,16.776576,75.673574,Non-Heinous,Narcotics,Ganja Possession,Vijayapura District Court,2026-07-16 12:58:00,2026-07-16 14:23:00,2026-07-16 20:33:33
2367,INDR-0043/2026,"On 16/07/2026 around 3:30 PM, the accused, harbouring a grudge over an old rivalry, attacked the complainant with a machete near the vegetable market in Indiranagar, inflicting deep cut injuries on his shoulder and forearm. Passers-by rushed the injured to hospital where his condition is stated to be stable.",FIR,2026-07-18,Bengaluru City,Indiranagar PS,Closed,12.926248,77.550331,Heinous,Crimes Against Body,Attempt to Murder,Bengaluru City District Court,2026-07-16 15:47:00,2026-07-16 16:37:00,2026-07-18 11:20:24
2368,CBBN-0042/2026,"Patrol staff noticed a blue Activa scooter being ridden around 10:00 PM on 16/07/2026 in a zig-zag manner at high speed near Cubbon Park, performing wheelies amid traffic. The rider, without a valid licence, was intercepted after a short chase near Koramangala.",FIR,2026-07-19,Bengaluru City,Cubbon Park PS,Under Investigation,12.961168,77.561643,Non-Heinous,Road Incidents,Rash Driving,Bengaluru City District Court,2026-07-16 22:44:00,2026-07-17 00:41:00,2026-07-18 12:29:33
2369,KRMN-0045/2026,"On 16/07/2026 around 6:30 AM, the complainant was walking near the college gate in Koramangala when two unidentified men on a red Splendor motorcycle approached from behind and snatched her gold chain of 31 grams worth Rs. 72,000. The riders sped away towards Whitefield before anyone could note the registration number.",FIR,2026-07-16,Bengaluru City,Koramangala PS,Under Investigation,12.955023,77.564635,Non-Heinous,Property Crimes,Chain Snatching,Bengaluru City District Court,2026-07-16 06:06:00,2026-07-16 06:14:00,2026-07-16 19:28:57
2370,JYNG-0029/2026,"The complainant, a resident of Jayanagar, reported that while returning from the market around 6:30 AM on 16/07/2026, the pillion rider of a black Apache motorcycle without number plates snatched her mangalsutra valued at Rs. 99,000. She sustained minor abrasions on the neck. CCTV footage of nearby shops is being collected.",FIR,2026-07-18,Bengaluru City,Jayanagar PS,Under Investigation,12.962713,77.536893,Non-Heinous,Property Crimes,Chain Snatching,Bengaluru City District Court,2026-07-16 06:31:00,2026-07-16 06:47:00,2026-07-17 09:17:05
2371,SHHP-0010/2026,"On 17/07/2026 around 3:30 PM, on credible information, the police intercepted a person near the bus stop in Shahapur and on search found 14 kg of ganja concealed in a gunny bag intended for sale to local youth. The contraband was seized under a mahazar and the accused was arrested on the spot.",FIR,2026-07-17,Belagavi,Shahapur PS,Under Investigation,15.883632,74.539704,Non-Heinous,Narcotics,Ganja Possession,Belagavi District Court,2026-07-17 15:05:00,2026-07-17 16:06:00,2026-07-17 16:23:45
2372,CBBN-0043/2026,"On 17/07/2026 around 11:15 AM, the complainant, a resident of Cubbon Park, received a call from a person posing as a bank officer who claimed his debit card would be blocked. On sharing the OTP, Rs. 85,000 was fraudulently debited from his savings account in three transactions. The cyber cell has written to the bank to freeze the beneficiary account.",FIR,2026-07-18,Bengaluru City,Cubbon Park PS,Charge Sheeted,13.017626,77.614949,Non-Heinous,Cyber Crimes,OTP Fraud,Bengaluru City District Court,2026-07-17 11:22:00,2026-07-17 13:06:00,2026-07-18 12:41:01
2373,SLGM-0006/2026,"Following a dispute during a local procession on 17/07/2026 around 3:30 PM, members of two communities gathered at Salagame Road armed with sticks and stones and indulged in rioting, injuring 8 persons including a police constable. Prohibitory orders were promulgated.",FIR,2026-07-19,Hassan,Salagame Road PS,Under Investigation,12.965665,76.074706,Non-Heinous,Public Order,Rioting,Hassan District Court,2026-07-17 15:21:00,2026-07-17 17:15:00,2026-07-19 09:22:03
2374,SRSW-0022/2026,"The complainant, a petrol bunk employee at Saraswathipuram, reported that around 3:30 PM on 17/07/2026 two masked men brandishing a machete robbed the day's collection of Rs. 108,000 and fled in a grey Bolero pickup towards Lashkar. One of the accused appeared to know the cash-handover routine.",FIR,2026-07-18,Mysuru,Saraswathipuram PS,Under Investigation,12.255717,76.596293,Non-Heinous,Property Crimes,Robbery,Mysuru District Court,2026-07-17 15:32:00,2026-07-17 16:42:00,2026-07-18 00:22:13
2375,KRMN-0046/2026,"On 17/07/2026 around 12:45 PM, an elderly woman on her morning walk near the temple street, Koramangala was targeted by a chain snatcher on a red Splendor motorcycle who fled towards the Indiranagar ring road with her gold chain worth Rs. 135,000. Two similar incidents were reported in the same beat during the fortnight.",FIR,2026-07-17,Bengaluru City,Koramangala PS,Under Investigation,12.937963,77.561697,Non-Heinous,Property Crimes,Chain Snatching,Bengaluru City District Court,2026-07-17 12:39:00,2026-07-17 13:16:00,2026-07-17 20:20:01
